filename,status,reason,local_size,integrity_check
MYD11A1.A2023014.h27v08.061.2023019231652.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",224024,PASS (Structure Only)
MYD11A1.A2023015.h28v08.061.2023019235302.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",793444,PASS (Structure Only)
MYD11A1.A2023017.h29v08.061.2023020054344.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",480364,PASS (Structure Only)
MYD11A1.A2023018.h29v08.061.2023020064642.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",500357,PASS (Structure Only)
MYD11A1.A2023016.h27v08.061.2023020024205.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",504280,PASS (Structure Only)
MYD11A1.A2023019.h28v08.061.2023020183812.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",282213,PASS (Structure Only)
MYD11A1.A2023015.h29v08.061.2023019235325.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",718993,PASS (Structure Only)
MYD11A1.A2023020.h29v08.061.2023021211307.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",455662,PASS (Structure Only)
MYD11A1.A2023020.h27v08.061.2023021211243.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",254929,PASS (Structure Only)
MYD11A1.A2023021.h29v08.061.2023022200925.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",248774,PASS (Structure Only)
MYD11A1.A2023020.h28v08.061.2023021211253.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",232216,PASS (Structure Only)
MYD11A1.A2023018.h27v08.061.2023020064714.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",322125,PASS (Structure Only)
MYD11A1.A2023016.h29v08.061.2023020024122.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1432367,PASS (Structure Only)
MYD11A1.A2023019.h27v08.061.2023020183636.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",243355,PASS (Structure Only)
MYD11A1.A2023018.h28v08.061.2023020064658.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",371513,PASS (Structure Only)
MYD11A1.A2023022.h27v08.061.2023023230322.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",409530,PASS (Structure Only)
MYD11A1.A2023023.h29v08.061.2023025182904.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",352802,PASS (Structure Only)
MYD11A1.A2023017.h28v08.061.2023020054436.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1057309,PASS (Structure Only)
MYD11A1.A2023024.h27v08.061.2023026120537.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",235458,PASS (Structure Only)
MYD11A1.A2023021.h27v08.061.2023022200934.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",217553,PASS (Structure Only)
MYD11A1.A2023022.h29v08.061.2023023230913.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",245379,PASS (Structure Only)
MYD11A1.A2023022.h28v08.061.2023023230355.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",281506,PASS (Structure Only)
MYD11A1.A2023023.h28v08.061.2023025182939.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",228286,PASS (Structure Only)
MYD11A1.A2023023.h27v08.061.2023025182937.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",245043,PASS (Structure Only)
MYD11A1.A2023024.h29v08.061.2023026120544.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",220285,PASS (Structure Only)
MYD11A1.A2023021.h28v08.061.2023022201329.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",245960,PASS (Structure Only)
MYD11A1.A2023026.h29v08.061.2023027201250.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",217156,PASS (Structure Only)
MYD11A1.A2023026.h28v08.061.2023027201323.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",217604,PASS (Structure Only)
MYD11A1.A2023026.h27v08.061.2023027201302.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",233060,PASS (Structure Only)
MYD11A1.A2023024.h28v08.061.2023026120626.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",238601,PASS (Structure Only)
MYD11A1.A2023025.h29v08.061.2023027063500.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",234667,PASS (Structure Only)
MYD11A1.A2023025.h27v08.061.2023027063450.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",244399,PASS (Structure Only)
MYD11A1.A2022360.h29v08.061.2022363043458.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",210466,PASS (Structure Only)
MYD11A1.A2022360.h27v08.061.2022363042806.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",496299,PASS (Structure Only)
MYD11A1.A2023027.h27v08.061.2023028194614.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",235642,PASS (Structure Only)
MYD11A1.A2023025.h28v08.061.2023027063446.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",222490,PASS (Structure Only)
MYD11A1.A2023028.h29v08.061.2023029183827.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",631823,PASS (Structure Only)
MYD11A1.A2023004.h29v08.061.2023007001750.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",361797,PASS (Structure Only)
MYD11A1.A2023005.h27v08.061.2023007095305.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",289959,PASS (Structure Only)
MYD11A1.A2023028.h27v08.061.2023029183615.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",217090,PASS (Structure Only)
MYD11A1.A2023028.h28v08.061.2023029183818.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",216803,PASS (Structure Only)
MYD11A1.A2023029.h27v08.061.2023030182325.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",238788,PASS (Structure Only)
MYD11A1.A2023027.h28v08.061.2023028194633.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",254029,PASS (Structure Only)
MYD11A1.A2023027.h29v08.061.2023028194629.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",243602,PASS (Structure Only)
MYD11A1.A2023032.h27v08.061.2023035001313.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",457090,PASS (Structure Only)
MYD11A1.A2023029.h28v08.061.2023030182430.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",220664,PASS (Structure Only)
MYD11A1.A2023033.h29v08.061.2023035015254.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",484885,PASS (Structure Only)
MYD11A1.A2023031.h29v08.061.2023032231245.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",227966,PASS (Structure Only)
MYD11A1.A2023029.h29v08.061.2023030182314.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",266582,PASS (Structure Only)
MYD11A1.A2023034.h28v08.061.2023035202538.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",288832,PASS (Structure Only)
MYD11A1.A2023033.h28v08.061.2023035015158.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",330751,PASS (Structure Only)
MYD11A1.A2023034.h29v08.061.2023035202410.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",288615,PASS (Structure Only)
MYD11A1.A2023035.h28v08.061.2023036184307.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",331892,PASS (Structure Only)
MYD11A1.A2023002.h29v08.061.2023006141942.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",580317,PASS (Structure Only)
MYD11A1.A2023003.h28v08.061.2023006224936.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",290241,PASS (Structure Only)
MYD11A1.A2023035.h29v08.061.2023036184704.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",707198,PASS (Structure Only)
MYD11A1.A2023036.h28v08.061.2023037182839.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",493337,PASS (Structure Only)
MYD11A1.A2023036.h29v08.061.2023037182913.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",389977,PASS (Structure Only)
MYD11A1.A2023036.h27v08.061.2023037182852.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",615770,PASS (Structure Only)
MYD11A1.A2023034.h27v08.061.2023035202916.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",343364,PASS (Structure Only)
MYD11A1.A2023038.h29v08.061.2023039201935.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",249731,PASS (Structure Only)
MYD11A1.A2023037.h27v08.061.2023052053905.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",258061,PASS (Structure Only)
MYD11A1.A2023038.h27v08.061.2023039201838.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",632907,PASS (Structure Only)
MYD11A1.A2023035.h27v08.061.2023036184509.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",295323,PASS (Structure Only)
MYD11A1.A2023039.h29v08.061.2023040190823.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",559196,PASS (Structure Only)
MYD11A1.A2023030.h29v08.061.2023031183607.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",347296,PASS (Structure Only)
MYD11A1.A2023030.h28v08.061.2023031183740.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",221001,PASS (Structure Only)
MYD11A1.A2023030.h27v08.061.2023031183801.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",233543,PASS (Structure Only)
MYD11A1.A2023031.h28v08.061.2023032230828.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",290687,PASS (Structure Only)
MYD11A1.A2022358.h27v08.061.2022359220848.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",512476,PASS (Structure Only)
MYD11A1.A2023040.h29v08.061.2023041225913.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",547998,PASS (Structure Only)
MYD11A1.A2023040.h28v08.061.2023041225801.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",549230,PASS (Structure Only)
MYD11A1.A2023041.h28v08.061.2023043062319.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",597844,PASS (Structure Only)
MYD11A1.A2023042.h29v08.061.2023045153023.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",427919,PASS (Structure Only)
MYD11A1.A2023041.h29v08.061.2023043062241.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",375916,PASS (Structure Only)
MYD11A1.A2023041.h27v08.061.2023043062244.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",565126,PASS (Structure Only)
MYD11A1.A2023042.h28v08.061.2023045152959.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",335205,PASS (Structure Only)
MYD11A1.A2023040.h27v08.061.2023041225956.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",299417,PASS (Structure Only)
MYD11A1.A2023043.h29v08.061.2023045170852.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",327282,PASS (Structure Only)
MYD11A1.A2023044.h28v08.061.2023046180534.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",243179,PASS (Structure Only)
MYD11A1.A2023043.h28v08.061.2023045173159.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",410447,PASS (Structure Only)
MYD11A1.A2023043.h27v08.061.2023045170921.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",515134,PASS (Structure Only)
MYD11A1.A2023038.h28v08.061.2023039201840.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",510691,PASS (Structure Only)
MYD11A1.A2023045.h29v08.061.2023048110012.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",229719,PASS (Structure Only)
MYD11A1.A2023044.h29v08.061.2023046191734.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",309236,PASS (Structure Only)
MYD11A1.A2023031.h27v08.061.2023032231058.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",225829,PASS (Structure Only)
MYD11A1.A2023046.h29v08.061.2023051214730.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",452936,PASS (Structure Only)
MYD11A1.A2023045.h27v08.061.2023048105607.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",787807,PASS (Structure Only)
MYD11A1.A2023037.h28v08.061.2023052045040.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",265572,PASS (Structure Only)
MYD11A1.A2023047.h28v08.061.2023052000626.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1238565,PASS (Structure Only)
MYD11A1.A2023047.h29v08.061.2023051233036.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",519200,PASS (Structure Only)
MYD11A1.A2023046.h28v08.061.2023051222309.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",280609,PASS (Structure Only)
MYD11A1.A2023048.h29v08.061.2023052045554.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",383780,PASS (Structure Only)
MYD11A1.A2023049.h27v08.061.2023053151128.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",376726,PASS (Structure Only)
MYD11A1.A2023014.h29v08.061.2023019232107.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",436820,PASS (Structure Only)
MYD11A1.A2023037.h29v08.061.2023052045101.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",774205,PASS (Structure Only)
MYD11A1.A2023039.h28v08.061.2023040190530.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",300420,PASS (Structure Only)
MYD11A1.A2023019.h29v08.061.2023020183717.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1094573,PASS (Structure Only)
MYD11A1.A2023045.h28v08.061.2023048111930.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",784232,PASS (Structure Only)
MYD11A1.A2023050.h29v08.061.2023053184929.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",302601,PASS (Structure Only)
MYD11A1.A2023050.h27v08.061.2023053182722.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",853442,PASS (Structure Only)
MYD11A1.A2023049.h29v08.061.2023053151319.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1055498,PASS (Structure Only)
MYD11A1.A2023044.h27v08.061.2023046175714.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",313392,PASS (Structure Only)
MYD11A1.A2023042.h27v08.061.2023045152947.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",385949,PASS (Structure Only)
MYD11A1.A2023047.h27v08.061.2023052001655.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",737997,PASS (Structure Only)
MYD11A1.A2023052.h29v08.061.2023057093710.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",476867,PASS (Structure Only)
MYD11A1.A2023053.h27v08.061.2023057210047.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",394961,PASS (Structure Only)
MYD11A1.A2023050.h28v08.061.2023053185102.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",656146,PASS (Structure Only)
MYD11A1.A2023017.h27v08.061.2023020054312.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",634961,PASS (Structure Only)
MYD11A1.A2023052.h27v08.061.2023057093330.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",687600,PASS (Structure Only)
MYD11A1.A2023051.h29v08.061.2023054232747.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",719150,PASS (Structure Only)
MYD11A1.A2023048.h27v08.061.2023052041038.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",827820,PASS (Structure Only)
MYD11A1.A2023048.h28v08.061.2023052043519.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",657409,PASS (Structure Only)
MYD11A1.A2023051.h28v08.061.2023054232423.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",447247,PASS (Structure Only)
MYD11A1.A2023053.h28v08.061.2023057210526.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",309292,PASS (Structure Only)
MYD11A1.A2023052.h28v08.061.2023057094001.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",789462,PASS (Structure Only)
MYD11A1.A2023054.h29v08.061.2023057233718.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",540461,PASS (Structure Only)
MYD11A1.A2023056.h29v08.061.2023058182616.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",452435,PASS (Structure Only)
MYD11A1.A2023055.h27v08.061.2023058055942.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",857080,PASS (Structure Only)
MYD11A1.A2023054.h28v08.061.2023057231712.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",730041,PASS (Structure Only)
MYD11A1.A2023054.h27v08.061.2023057231946.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",632779,PASS (Structure Only)
MYD11A1.A2023055.h28v08.061.2023058055628.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",399026,PASS (Structure Only)
MYD11A1.A2023057.h29v08.061.2023058184917.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",284315,PASS (Structure Only)
MYD11A1.A2023039.h27v08.061.2023040190458.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",497924,PASS (Structure Only)
MYD11A1.A2023053.h29v08.061.2023057210318.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",784887,PASS (Structure Only)
MYD11A1.A2023058.h27v08.061.2023059181423.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",272304,PASS (Structure Only)
MYD11A1.A2023059.h28v08.061.2023060192927.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",238929,PASS (Structure Only)
MYD11A1.A2023059.h29v08.061.2023060192926.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",395354,PASS (Structure Only)
MYD11A1.A2023060.h28v08.061.2023061215216.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",223042,PASS (Structure Only)
MYD11A1.A2023032.h28v08.061.2023035001437.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",244272,PASS (Structure Only)
MYD11A1.A2023032.h29v08.061.2023035001404.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",473898,PASS (Structure Only)
MYD11A1.A2023060.h27v08.061.2023061214933.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",331811,PASS (Structure Only)
MYD11A1.A2023061.h28v08.061.2023070145518.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",386783,PASS (Structure Only)
MYD11A1.A2023055.h29v08.061.2023058055858.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",396360,PASS (Structure Only)
MYD11A1.A2023056.h28v08.061.2023058182711.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",378090,PASS (Structure Only)
MYD11A1.A2023062.h29v08.061.2023070154210.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",396386,PASS (Structure Only)
MYD11A1.A2023059.h27v08.061.2023060192737.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",405645,PASS (Structure Only)
MYD11A1.A2023057.h27v08.061.2023058185042.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",840842,PASS (Structure Only)
MYD11A1.A2023061.h27v08.061.2023070145451.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",487739,PASS (Structure Only)
MYD11A1.A2023061.h29v08.061.2023070145659.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",233034,PASS (Structure Only)
MYD11A1.A2023062.h28v08.061.2023070154030.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",231924,PASS (Structure Only)
MYD11A1.A2023060.h29v08.061.2023061215100.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",396447,PASS (Structure Only)
MYD11A1.A2023056.h27v08.061.2023058182708.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",380968,PASS (Structure Only)
MYD11A1.A2023033.h27v08.061.2023035015115.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",246520,PASS (Structure Only)
MYD11A1.A2023065.h29v08.061.2023070204509.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",940698,PASS (Structure Only)
MYD11A1.A2023046.h27v08.061.2023051214728.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",690192,PASS (Structure Only)
MYD11A1.A2023065.h27v08.061.2023070204553.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",511482,PASS (Structure Only)
MYD11A1.A2023064.h27v08.061.2023070183710.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1059290,PASS (Structure Only)
MYD11A1.A2023066.h29v08.061.2023070211433.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",456629,PASS (Structure Only)
MYD11A1.A2023064.h28v08.061.2023070183737.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",777061,PASS (Structure Only)
MYD11A1.A2023064.h29v08.061.2023070183746.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",269654,PASS (Structure Only)
MYD11A1.A2023062.h27v08.061.2023070155459.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",248971,PASS (Structure Only)
MYD11A1.A2023063.h27v08.061.2023070181055.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",403063,PASS (Structure Only)
MYD11A1.A2023063.h28v08.061.2023070180800.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",325521,PASS (Structure Only)
MYD11A1.A2023051.h27v08.061.2023054232538.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",449977,PASS (Structure Only)
MYD11A1.A2023063.h29v08.061.2023070181215.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",455743,PASS (Structure Only)
MYD11A1.A2023057.h28v08.061.2023058185038.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",492804,PASS (Structure Only)
MYD11A1.A2023058.h28v08.061.2023059181349.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",258524,PASS (Structure Only)
MYD11A1.A2023058.h29v08.061.2023059181303.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",370570,PASS (Structure Only)
MYD11A1.A2023066.h27v08.061.2023070211428.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",991723,PASS (Structure Only)
MYD11A1.A2023066.h28v08.061.2023070211424.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1618602,PASS (Structure Only)
MYD11A1.A2023065.h28v08.061.2023070204631.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",607334,PASS (Structure Only)
MYD11A1.A2023067.h28v08.061.2023070225006.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",580594,PASS (Structure Only)
MYD11A1.A2023068.h27v08.061.2023070232120.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",721140,PASS (Structure Only)
MYD11A1.A2023069.h27v08.061.2023071010052.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",908494,PASS (Structure Only)
MYD11A1.A2023067.h27v08.061.2023070230306.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",816912,PASS (Structure Only)
MYD11A1.A2023070.h28v08.061.2023073014636.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",854263,PASS (Structure Only)
MYD11A1.A2023070.h27v08.061.2023073014432.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",646457,PASS (Structure Only)
MYD11A1.A2023071.h29v08.061.2023073022714.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1042446,PASS (Structure Only)
MYD11A1.A2023071.h27v08.061.2023073022654.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",990702,PASS (Structure Only)
MYD11A1.A2023072.h27v08.061.2023074102056.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",274620,PASS (Structure Only)
MYD11A1.A2023072.h29v08.061.2023074102415.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1536535,PASS (Structure Only)
MYD11A1.A2023073.h27v08.061.2023074205418.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",935499,PASS (Structure Only)
MYD11A1.A2023074.h28v08.061.2023075202514.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",555705,PASS (Structure Only)
MYD11A1.A2023073.h29v08.061.2023074205452.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",612459,PASS (Structure Only)
MYD11A1.A2023073.h28v08.061.2023074205451.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1508423,PASS (Structure Only)
MYD11A1.A2023069.h28v08.061.2023071010111.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",580990,PASS (Structure Only)
MYD11A1.A2023068.h29v08.061.2023070232033.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",815240,PASS (Structure Only)
MYD11A1.A2023069.h29v08.061.2023071010119.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1866294,PASS (Structure Only)
MYD11A1.A2023071.h28v08.061.2023073023104.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1123368,PASS (Structure Only)
MYD11A1.A2023068.h28v08.061.2023070232020.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1113949,PASS (Structure Only)
MYD11A1.A2023072.h28v08.061.2023074102216.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",499238,PASS (Structure Only)
MYD11A1.A2023075.h28v08.061.2023076202221.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1493082,PASS (Structure Only)
MYD11A1.A2023077.h29v08.061.2023079053015.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",480182,PASS (Structure Only)
MYD11A1.A2023049.h28v08.061.2023053151143.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",767149,PASS (Structure Only)
MYD11A1.A2023075.h29v08.061.2023076202211.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",437148,PASS (Structure Only)
